Tags,Body,Title
 python dictionary ,"I have a list which represent the item purchase of a customer:purchases = [   {        'id':  'product': 'Item ' 'price': . 'qty' :    }    {        'id':  'product': 'Item ' 'price': . 'qty' :    }   {        'id':  'product': 'Item ' 'price': . 'qty':    }    {        'id':  'product': 'Item ' 'price':  'qty':    }]Now i want the output that returns the distinct product with an aggregated qty.result = [   {        'id':  'product': 'Item ' 'price': . 'qty' :  #  +    }    {        'id':  'product': 'Item ' 'price': . 'qty':    }    {        'id':  'product': 'Item ' 'price':  'qty':    }]And the answers here never makes sense to me<a href=\""http://stackoverflow.com/questions//how-to-sum-dict-elements\"">How to sum dict elements</a>",How to aggregate particular property value that is group by a particular property in a list
 python numpy parallel-processing multiprocessing  ,I have been trying to find out a way to calculate a D numpy array in parallel.After trying different ways to do Python parallelization the following code is a toy example and seems like it could work. However there are still two problems: <ol>it doesn't change my matrix matevery time it shows the error:</ol><blockquote>  Python quit unexpectedly.</blockquote>import sharedmem as shmimport multiprocessing as mpdef worker(mat n):    mat[n][n] = n    print mat[n n]pool = mp.Pool()mat = shm.empty(shape=( ))[pool.apply_async(worker args=(mat n)) for n in range()]print matSo I am wondering what is the correct way to modify the d array's value in parallel?,Using multiprocessing to parallel write a d array
 python ,"def check(string):    list = {}    for eachstring in string: #eachstring in the input string          if eachstring.isdigit(): #evaluates if the string is a number              list[int(eachstring)] = string     return list  #This outputs [: \""\""hllo I\"" : \""\""hllo I\""]                   # I want it so it outputs [: \""hllo\"""" : \""I\""]                 print (check(\""hllo I\""))""","How do I make a number that is a string in to the key, and split a string to the value"
 python matplotlib  ,"I want to draw a rectangle with a gradient color fill from left to right at an arbitrary position with arbitrary dimensions in my axes instance (ax) coordinate system. <img src=\""https://i.stack.imgur.com/TeFxv.png\"" alt=\""enter image description here\"">My first thought was to create a path patch and somehow set its fill as a color gradient. But according to <a href=\""https://stackoverflow.com/questions//matplotlib-color-gradient-in-patches\"">THIS POST</a> there isn't a way to do that.Next I tried using a colorbar. I created a second axes instance ax using fig.add_axes([left bottom width height]) and added a color bar to that. ax = fig.add_axes([  width height/])colors = [grad_start_color grad_end_color]index  = [. .]cm = LinearSegmentedColormap.from_list('my_colormap' zip(index colors))colorbar.ColorbarBase(ax cmap=cm orientation='horizontal')But the positional parameters passed to fig.add_axes() are in the coordinate system of fig and don't match up with the coordinate system of ax.How can I do this?Thanks for any help.",Matplotlib Rectangle With Color Gradient Fill
 python postgresql sqlalchemy ,"<h>Question</h>Why am I getting this when I try to connect from my host to a postgres db running in a docker container?Error in container running postgres:-- ::. UTC [] myuser@my_db FATAL:  password authentication failed for user \""myuser\""-- ::. UTC [] myuserk@mydb DETAIL:  Connection matched pg_hba.conf line : \""host all  all    .../  md\""SQLAlchemy raises the following error on the client side (my host):sqlalchemy.exc.ProgrammingError: (pg.core.ProgrammingError) ('FATAL' 'P' 'password authentication failed for user \""myuser\""' 'auth.c' '' 'auth_failed' '' '')<hr><h>Setup</h>I'm using <a href=\""https://docs.docker.com/engine/examples/postgresql_service/\"" rel=\""nofollow noreferrer\"">this Dockerfile</a> but with this modification:RUN /etc/init.d/postgresql start &amp;&amp;\\    psql -c \""CREATE USER myuser WITH SUPERUSER PASSWORD 'mypassword';\""     psql -c \""CREATE DATABASE mydb OWNER myuser;\"" -U postgres &amp;&amp; \\-U postgres &amp;&amp; \\        /etc/init.d/postgresql stopI create the container like this:docker build -t eg_postgresql ....and I run the container like this:docker run --rm -p : --name postgres_test eg_postgresqlI then attempt to connect with SQLAlchemy Python .:database_engine_settings = {    'sqlalchemy.url':        'postgresql+pg://myuser:mypassword@localhost:/mydb'    'sqlalchemy.echo':        False    'sqlalchemy.pool_size':            'sqlalchemy.max_overflow':        }If I change the SQLAlchemy connection settings so that the Python script will connect to another postgres db running on a different machine (no Docker/containers) it works fine. So I'm assuming there's some kind of permissions issue going on?",How to connect (from host) to postgres db running in docker container?
 python nonetype  ,I tells me line  and line  (new to debugging/programming not sure if that helps)def hi():         print 'hi'def loop(f n):         #f repeats n times    if n&lt;=:        return    else:        f()                     loop(f n-)    loop(hi() )hiTypeError: 'NoneType' object is not callableWhy does it give me that error?,Python NoneType object is not callable (beginner)
 python ,"I'm searching a string for a particular sequence of numbers and letters. I need to be able to search a string (a car reg number) for the sequence of three numbers and three big letters. Please help me! I have program like this: import renumber = input(\""Please enter your licence plate: \"")numbers = \""[-]{}$\""letters = \""^[A-Z]{}\""if re.match(numbers letters):    print(\""Valid License Plate \"")else:    print(\""Invalid license plate\"")",licence plate  numbers and  letters
 python matplotlib tkinter  ,"The code below is a snippet of the code i have written It basically shows a graph in a tkinter window but then struggles when it comes to adding animation(updating) the graph. The following is the error i keep getting any help would be much appreciated.Traceback (most recent call last):  File \""C:\\Users\asto\\Documents\\Company\\CMSFRAME.py\"" line  in &lt;module&gt;    ani = animation.FuncAnimation (f animate"" interval=)  File \""C:\\Users\asto\\AppData\\Local\\Programs\\Python\\Python-\\lib\\site-packages\\matplotlib\\animation.py\"""" line  in __init__    TimedAnimation.__init__(self fig"" **kwargs)  File \""C:\\Users\asto\\AppData\\Local\\Programs\\Python\\Python-\\lib\\site-packages\\matplotlib\\animation.py\"""" line  in __init__    event_source = fig.canvas.new_timer()AttributeError: 'NoneType' object has no attribute 'new_timer'<hr>The snippet of my code:      canvas =  FigureCanvasTkAgg(f self)      canvas.show()      canvas.get_tk_widget().pack(side=tk.LEFT  fill=tk.BOTH expand = True)      toolbar = NavigationToolbarTkAgg(canvas self)      toolbar.update()      canvas._tkcanvas.pack(side=tk.LEFT  fill=tk.BOTH expand = True)f = Figure(figsize = () dpi=)a = f.add_subplot()def  animate(interval):    pullData = open('financeData.txt''r').read()    dataList = pullData.split('\')    xList = []    yList=[]    for eachLine in dataList:        if len(eachline) &gt;:            x  y = eachLine.split('')            xList.append(int(x))            yList.append(int(x))    a.clear()    a.plot(xList yList)app = start()ani = animation.FuncAnimation (f animate"" interval=)""",matplotlib.animation - AttributeError: &#;NoneType&#; object has no attribute &#;new_timer&#;
 python sockets ubuntu ssh ,"From virtual machine Kubuntu . through SSH I connect to another virtual machine Kubuntu . enter command 'python' then enter command 'from ldtp import *' and then error occures. ssh-connection is already done.<img src=\""https://i.stack.imgur.com/QnjJK.png\"" alt=\""ssh-connection is already done\"">LDTP is not standard library; standard python libraries 'os' 'sys' were imported without errors.I can't understand what to modify Python-settings or SSH-settings. If somebody know the reason tell me please.",Cannot import python library &#;ldtp&#; on remote virtual machine through SSH-connection
 python django rest django-rest-framework django-swagger  ,I'm using django-rest-swagger version: .. and django-rest-framework version: ...I realiased that when I use list or retrieve functions the Swagger can not detect them as new endpoints.I have the following code in my views.py file:from rest_framework.viewsets import ViewSetclass OrdersViewSet(ViewSet):    lookup_field = 'uuid'    def list(self request: Request *args **kwargs):        try:            changeset = OrderSyncHelper().get_order_list_data()            return Response(status=HTTP__OK data=changeset)        except (KeyError ValueError) as e:            return Response(status=HTTP__BAD_REQUEST data=e.args)    def retrieve(self request: Request uuid: str *args **kwargs):        try:            changeset = OrderSyncHelper().get_order_data(uuid)            return Response(status=HTTP__OK data=changeset)        except (KeyError ValueError) as e:            return Response(status=HTTP__BAD_REQUEST data=e.args)I was expecting to see in the openapi.json file the following endpoints:<ul>orders/orders/{uuid}/</ul>But they are not presented. Should I add something specific to these functions in order to be detected by Swagger?,Django REST Swagger: List and Retrieve functions are not detected by Swagger
 python performance dictionary timing ,$ python. -m timeit 'd={}' loops best of : . usec per loop$ python. -m timeit 'd=dict()' loops best of : . usec per loopWhy use one over the other?,differences between &quot;d = dict()&quot; and &quot;d = {}&quot;
 python  ,"I was trying to interpolate the angle which are in list.Dir DirOffset   .  .  .  -. -. -. -. . . -. -. -. .<a href=\""https://i.stack.imgur.com/SPUZ.png\"" rel=\""nofollow noreferrer\""><img src=\""https://i.stack.imgur.com/SPUZ.png\"" alt=\""enter image description here\""></a>I have written the code to interpolate angle(It keeps on calculating the mean in between angle to reach the interpolation value) which is taking long time. Please help me if some one have the faster and shorter code.<a href=\""https://i.stack.imgur.com/PNdRG.png\"" rel=\""nofollow noreferrer\""><img src=\""https://i.stack.imgur.com/PNdRG.png\"" alt=\""enter image description here\""></a>from cmath import rect phasefrom math import radians degrees sqrt#Calculate the mean of angles in Listdef mean_angle(degArray):    return degrees(phase(sum(rect( radians(d)) for d in degArray)/len(degArray)))#Calculate Interpolation Angledef Interpolate_angle(Dir DirOffset ValuetoInterpolate):    #Create Lower and Higher bin of ValuetoInterpolate    DirLBin = round(float(ValuetoInterpolate)/)*    DirHBin = round(float(ValuetoInterpolate+)/)*    #Check if the ValuetoInterpolate lies between Lower and Higher bin    if DirLBin == DirHBin:        DirLBin = DirHBin-        if DirLBin &lt;= ValuetoInterpolate &lt;= DirHBin:            DBin = [float(DirLBin) float(DirHBin)]            Doff = [DirOffset[Dir.index(DirLBin)] DirOffset[Dir.index(DirHBin)]]         else:            DirHBin = DirLBin+            DBin = [float(DirLBin) float(DirHBin)]            Doff = [DirOffset[Dir.index(DirLBin)] DirOffset[Dir.index(DirHBin)]]     else:        DBin = [float(DirLBin) float(DirHBin)]        Doff = [DirOffset[Dir.index(DirLBin)] DirOffset[Dir.index(DirHBin)]]    #Run  iterations to calculate the mean of angle and find the ValuetoInterpolate        for i in range():        DMean = mean_angle(DBin)        DOMean = mean_angle(Doff)        if DMean &lt;  :            DMean = +DMean        if DBin[] &lt;= ValuetoInterpolate &lt;=DMean:            DBin = [float(DBin[]) float(DMean)]            Doff = [float(Doff[]) float(DOMean)]        else:            DBin = [float(DMean) float(DBin[])]            Doff = [float(DOMean) float(Doff[])]     return DOMeanDir = range()DirOffset = [...-.-.-.-...-.-.-..]ValuetoInterpolate = .print Interpolate_angle(Dir DirOffset ValuetoInterpolate)",Angle Interpolation
 python multithreading qt pyqt ,"I am trying to do a verification before starting my progress bar. It's QMessageBox. I do every GUI operations in my Main thread but somehow I am receiving this error. Here is related part of my code.class Main(QtGui.QMainWindow):    def __init__(self):        QtGui.QMainWindow.__init__(self)        self.ui = Ui_MainWindow()        self.ui.setupUi(self)        self.ui.connectButton.clicked.connect(self.connectToSESM)        self.thread = QtCore.QThread()        self.thread.start()    def connectToSESM(self):        ## Function called when pressing connect button input are being taken from edit boxes. ##        ## dumpThread() method has been designed for working thread seperate from GUI. ##        # Connection data are taken from \""Edit Boxes\""        # username has been set as hardcoded        ### Values Should Be Defined As Global ###        username = \""ntappadm\""        password = self.ui.passwordEdit.text()        ipAddress = self.ui.ipEdit.text()        continuer = False        self.ui.progressBar.setValue()        # Connection has been established through paramiko shell library        global connection        connection = pr.ssh(ipAddress username password)        connection.openShell()        pyqtRemoveInputHook()  # For remove unnecessary items from console        global get_thread        global progress_thread        get_thread = dumpThread() # Run thread - Dump Subscriber        self.progress_thread = progressThread()        get_thread.start()        time.sleep()        if connection.isActiveInstanceValue == False:            print(\""*************************\"" + str(connection.isActiveInstanceValue))            continuer = True            self.progress_thread.start()            self.progress_thread.progress_update.connect(self.updateProgressBar)        else:            if QMessageBox.question(None '' \""This is an active SESM and may effect service. Are you sure to continue?\""                            QMessageBox.Yes | QMessageBox.No                            QMessageBox.Yes) == QMessageBox.No:                QApplication.quit()            else:                continuer == True                self.progress_thread.start()                self.progress_thread.progress_update.connect(self.updateProgressBar)    def updateProgressBar(self maxVal):                      self.ui.progressBar.setValue(self.ui.progressBar.value() + maxVal)        # When dumping subscriber is over        if connection.isFinishedValue:            self.ui.progressBar.setValue()            self.parseSubscriberList()            self.progress_thread.exit()            connection.isFinishedValue = FalseconnectToSESM method has been corresponded with button click. When I click button it's sending ssh commands to server and receive a text. According to text"" Code decided whether this is an active server or hotstandby one. I want to aware end-user about that because running next commands may have service impact. Actually I am suspecting progress bar update but couldn't find the proper reason.Thanks in advance.""",Even though there is no QPixmap I am receiving : It is not safe to use pixmaps outside the GUI thread
 python python-.x  ,"I have a problem with my RPN calculator:def calculate_onp(onp):    from stack.stack import StackOPERATORS = ['+' '-' '*' '/']s = Stack()lista = onp.split(\"" \"")index = Nonefor i in range( len(onp)):    index = i -     if lista[index] in OPERATORS:        if lista[index] == OPERATORS[]:            num = s.pop()            num = s.pop()            wyn = int(num) + int(num)            s.push(wyn)        elif lista[index] == OPERATORS[]:            num = s.pop()            num = s.pop()            wyn = int(num) - int(num)            s.push(wyn)        elif lista[index] == OPERATORS[]:            num = s.pop()            num = s.pop()            wyn = int(num) * int(num)            s.push(wyn)        elif lista[index] == OPERATORS[]:            num = s.pop()            num = s.pop()            wyn = int(num) / int(num)            s.push(wyn)        else:            return 'ERROR'else:    s.push(lista[index])return int(s.pop())I added a stack implementation to this:from stack.exceptions import ElementDoesNotExistclass Stack(object):    def __init__(self):        self.stack = []    def __len__(self):        return len(self.stack)    def push(self s):        return self.stack.append(s)    def pop(self):        if len(self.stack) == :            raise ElementDoesNotExist        else:            return self.stack.pop()    def show_list(self):        print(self.stack)And exceptions:for stack:class ElementDoesNotExist(Exception):    passfor rpn:class OnpException(Exception):    passclass OnpMissingOperationArgument(OnpException):        passclass OnpMissingNumericArgument(OnpException):        passAfter running this:         File \""/home/maciek/PycharmProjects/Calc/stack/stack.py\"" line "" in pop    raise ElementDoesNotExiststack.exceptions.ElementDoesNotExistWhat's wrong?""",raise ElementDoesNotExist stack.exceptions.ElementDoesNotExist
 python python-.x ,<blockquote>  How can I shift and merge elements of a matrix to have the following result ?</blockquote>Move right:[[][]] ==> [[][]]orMove left:[[][]] ==> [[][]]<blockquote>  It's like the  game. For example when the user do a left move every numbers go to the left of the list and if  numbers side-by-side are equals tere is an addition of the two numbers.</blockquote>I would like to do it with loops.I tried with some codes that I have found on the internet but as a begineer I didn't found a straightforward code to understand how to do this.Thanks in advance for the help.,Shift and merge elements of a matrix
 python machine-learning scipy  ,"I have a two dimensional data and I fit that data to Gaussian distribution as follows :-from scipy.stats import multivariate_normaldataset = np.array([    [ ]    [ ]    [ ]    [ ]    [ ]    [ ]    [ ]    [ ]])mu = np.mean(dataset axis=)sigma = np.cov(dataset.T)p = multivariate_normal(mean=mu cov=sigma)print(\""pdf for [ ] : \"" p.pdf(np.array(["" ])))print(\""pdf for ["" ] : \"""" p.pdf(np.array([ ])))My question :-How do I accurately predict which dataset will belong to this distribution should I used the Z score as a meausre or is there some other way to do the same. Currently I am using zscore val as follows :-from scipy.stats import zscoredef getZScore(org_vals new_val):    org_vals.append(new_val)    scores = zscore(org_vals)    return scores[-]pdfValsForTrainData = [p.pdf(item) for item in dataset]pdfVal = p.pdf(np.array([ ]))zScoreVal = getZScore(pdfValsForTrainData"" pdfVal)print(\""z score for ["" ] : \"""" zScoreVal)The greater the deviation the more likelihood it does not belong to this distributionIs there any way to identify the epsilon value for distribution without any manual intervention ?""",Multivariate Gaussian Distribution Scipy
 python timeout httprequest tornado ,"I have this part of code:como_url = \""\"".join(['http://' options.como_address ':' options.como_port                         '/ztc_config?netid=&amp;opcode_group=&amp;opcode=&amp;start=-s&amp;end=-s'])http_client = AsyncHTTPClient()response = yield tornado.gen.Task(http_client.fetch como_url)where I do an http request. I would add a connection timeout to be sure that the previous code is been executed so I can find my response.How can I add the timeout? I have to add it into the tornado.gen.Task call? I don't know how to do.",Set timeout to an http request in Tornado
 python python-.x api  ,"I'm trying to get information from this API:<a href=\""https://sweltering-back-.nanoscaleapi.io/secretpi\"" rel=\""nofollow noreferrer\"">https://sweltering-back-.nanoscaleapi.io/secretpi</a>But I'm getting a response I'm using python .This is the code:import requestsresp = requests.get('https://sweltering-back-.nanoscaleapi.io/secretpi')print(resp)How can I fix it?Thanks in advance.",Trouble getting Information from API in python. Check description
 python sqlite ,"I was wondering in my program for python I have purposely made it so I can use injection in my program. If I try to use this enter a name: name; DROP TABLE test; it does not work and enters it normally. If I am using enter a name: name' DROP TABLE test; it comes up with where it says enter a name it is obviously a variable.c.execute(\""INSERT INTO test VALUES('%s')\"" % test)sqlite.OperationalError: near \""DROP\"": syntax errorand if I use enter name: test'\""DROP TABLE test;\""c.execute(\""INSERT INTO test VALUES('%s')\"" % test)sqlite.OperationalError: near \""\""DROP TABLE test;\""\"": syntax errorI only want to know how to so I can try it out in my programs only and to prevent against it(I know you should use ?)",Python SQLite injection
 python csv numpy scipy  ,"I want to convert the contents of *.sav file into a *.csv file in Python. I have written the following lines of code to access the details of variables in *.sav file. Now I am not clear on how I can write the accessed variable data to a .csv file with headersimport scipy.io as spioonfile = 'ON__m_.sav'ondata = spio.readsav(onfile python_dict=True verbose=True)Following is the result when I run the above lines of the code:IDL Save file is compressed -&gt; expanding to /var/folders/z/rqljgkqztdrjxrmgn/T/tmpVE_Iz.sav--------------------------------------------------Date: Mon Feb  :: User: zhangyHost: augur--------------------------------------------------Format: Architecture: x_Operating System: linuxIDL Version: .--------------------------------------------------Successfully read  records of which: -  are of type VARIABLE -  are of type TIMESTAMP -  are of type NOTICE -  are of type VERSION--------------------------------------------------Available variables: - saved_data [&lt;class 'numpy.recarray'&gt;] - on_grid_smooth [&lt;type 'numpy.ndarray'&gt;] - d_lat [&lt;type 'numpy.float'&gt;] - on_grid [&lt;type 'numpy.ndarray'&gt;] - doy [&lt;type 'str'&gt;] - year [&lt;type 'str'&gt;] - d_lon [&lt;type 'numpy.float'&gt;]--------------------------------------------------Can anyone suggest me with how I can write all the variable data to a .csv file?I want to write the variables (year doy d_lon d_lat on_grid on_grid_smooth) to a CSV or ASCII file is supposed to look in the following manner: longitude latitude on_grid on_grid_smooth   # header ....              .... .... ......... The shape of \""on_grid\"" and \""on_grid_smooth\"" variables is the same and is ( ). Both are of the type \""numpy.ndarray\"".",Convert a .sav file to .csv file in Python
 python pandas ,When I read csv from file due to the error of the data file sometimes there will be unnecessary column at the end so I read them as df = pd.read_csv(StringIO(all_data_file) skipinitialspace=True sep=' ' error_bad_lines=False names = ['stationID' .... 'unknown'])Later on I throw the data if the unknow has data # Drop if has too many fielddf = df[df['unknown'].isnull()]df.drop('unknown' axis= inplace=True)The problem is that it gives me error SettingWithCopyWarning: A value is trying to be set on a copy of a slice from a DataFrameSo I want to know what is the proper approach for dropping the data?,Pandas: How do I drop not null data?
 python playframework  ,I need to test some API created in Python Play Framework. While using PHP I used Postman what is the similar tool to be used to check Play API's?,How to test API created in Play Framework as we do in Postman for PHP
 python python-. ,I have three text files.The one (zoo.txt) looks like this:{'cow':'' 'cat':'' 'dog':'' 'IDnumber':'..' 'type':''}And it reads by json function:file_open = open('zoo.txt' 'r')zoo_animal = file_open.read()zoo_animal = json.loads(zoo_animal)And after the function the output like this:{u'cow':u'' u'cat':u'' u'dog':u'' u'IDnumber':u'..' u'type':u''}The other one is in_range.txt it means the value of key in zoo.txt must match in this standard range.The in_range.txt looks like:cow  cat  dog  And it reads by with function:with open('in_range.txt' 'r') as g:for line in g:    spliteLineR=line.split()    in_range[str(spliteLineR[])]=[int(spliteLineR[])int(spliteLineR[])]The output is:{'cow':[] 'cat':[] 'dog':[]}The third text file is single_value.txt it means the value of key in zoo.txt must equal to standard value.The single_value.txt looks like:IDnumber ..type And also it reads by with function:with open('single_value.txt' 'r') as f:    for line in f:        spliteLineS=line.split()        single_value[str(spliteLineS[])]=str(spliteLineS[])The output is:{'IDnumber':'..' 'type':''}My question is:<ol>Do I need to transfer all type(str int and unicode) to unicode or str then compare? because I use mathematical operators(&lt; == >) to compare directly it can not get right answer.If I need to transfer the type how to do it?</ol>Please give me a hand~ thank you very much~,&quot;String&quot; and &quot;int&quot; type dictionary compare with &quot;Unicode&quot; type dictionary
 python oop  ,Is there a way to change objects class dynamically depending on passed variable? For example:class Parent:    def __init__(self variable):        ...        some magic        ...class ChildA:    passclass ChildB:    passcls=Parent('a')cls.__class__&lt;class '__main__.ChildA'&gt;cls=Parent('b')cls.__class__&lt;class '__main__.ChildB'&gt;,Python class depending on variable
 python python-. optimization generator ,"I get files that have NTFS audit permissions and I'm using Python to parse them. The raw CSV files list the path and then which groups have which access such as this type of pattern:E:\\DIR A CREATOR OWNER FullControlE:\\DIR A Sales FullControlE:\\DIR A HR Full ControlE:\\DIR A\\SUBDIR Sales FullControlE:\\DIR A\\SUBDIR HR FullControlMy code parses the file to output this:File Access for: E:\\DIR ACREATOR OWNERFullControlSalesFullControlHRFullControlFile Access For: E:\\DIR A\\SUBDIRSalesFullControlHRFullControlI'm new to generators but I'd like to use them to optimize my code. Nothing I've tried seems to work so here is the original code (I know it's ugly). It works but it's very slow. The only way I can do this is by parsing out the paths first put them in a list make a set so that they're unique then iterate over that list and match them with the path in the second list and list all of the items it finds. Like I said it's ugly but works.import os codecs sysreload(sys)sys.setdefaultencoding('utf') // to prevent cp- errors on screenfile = \""aud.csv\""outfile = \""access-.csv\""filelist = []accesslist = []with codecs.open(file\""r\""'utf--sig') as infile:    for line in infile:        newline = line.split('""')        folder = newline[].replace(\""\\\""\""""\""\"")        user = newline[].replace(\""\\\""\""""\""\"")        filelist.append(folder)        accesslist.append(folder+\""""\""+user)newfl = sorted(set(filelist))def makeFile(): print \""Starting"" please wait\"" for i in range(""len(newfl)):  searchItem = str(newfl[i])  with codecs.open(outfile""\""a\""""'utf--sig') as output:    outtext = (\""\\r\File access for: \""+ searchItem + \""\\r\\"")    output.write(outtext)    for item in accesslist:        searchBreak = item.split(\""""\"")        searchTarg = searchBreak[]        if searchItem == searchTarg:            searchBreaknew = searchBreak[].replace(\""FSA-INCS\\\\\""""\""\"")            searchBreaknew = str(searchBreaknew)            # print(searchBreaknew)            searchBreaknew = searchBreaknew.replace(\"" \""""\""""\"")            searchBreaknew = searchBreaknew.replace(\""CREATOR""OWNER\""""\""CREATOR OWNER\"")            output.write(searchBreaknew)How should I optimize this?EDIT:Here is an edited version. It works MUCH faster"" though I'm sure it can still be fixed:import os codecs sys"" csvreload(sys)sys.setdefaultencoding('utf')file = \""aud.csv\""outfile = \""access-.csv\""filelist = []accesslist = []with codecs.open(file""\""r\""""'utf--sig') as csvinfile:    auditfile = csv.reader(csvinfile"" delimiter=\""""\"")    for line in auditfile:        folder = line[]        user = line[].replace(\""FSA-INCS\\\\\""""\""\"")        filelist.append(folder)        accesslist.append(folder+\""""\""+user)newfl = sorted(set(filelist))def makeFile(): print \""Starting"" please wait\"" for i in xrange(""len(newfl)):  searchItem = str(newfl[i])  outtext = (\""\\r\File access for: \""+ searchItem + \""\\r\\"")  accessUserlist = \""\""  for item in accesslist:        searchBreak = item.split(\""""\"")        if searchItem == searchBreak[]:            searchBreaknew = str(searchBreak[]).replace(\"" \""""\""""\"")            searchBreaknew = searchBreaknew.replace(\""R""O\""""\""R O\"")            accessUserlist += searchBreaknew+\""\\r\\""  with codecs.open(outfile""\""a\""""'utf--sig') as output:    output.write(outtext)    output.write(accessUserlist)""",Python - how to optimize iterator in file parsing
 python django search elasticsearch  ,"This is my first post here so if I did something I shouldn't say it and I will change it.I am currently developing a project with django. I got stuck several times but were able to help myself with the great questions and answers here at stackoverflow.I am now at a point where I can't help myself with that alone so here is the question:I am implementing search with haystack and elasticsearch. All indexing works and I get the results I want. Ordering and filtering works too. Now I want to be able to show all results by default and then filter or order them without a query. I already tried everything at <a href=\""http://stackoverflow.com/questions//django-haystack-show-results-without-needing-a-search-query][]\"">Django Haystack - Show results without needing a search query?</a>It doesn't seem to work for me though to subclass the Searchform.My Code:forms.py:class CustomSearchForm(SearchForm):    def no_query_found(self):        print('no query')        return self.searchqueryset.all()search.html: &lt;form method=\""get\"" action=\"".\""&gt;    {{ form.as_table }}    &lt;button&gt;hit&lt;/button&gt;    &lt;/form&gt;...        {% if query or page_obj %}            {% for result in page_obj.object_list %}                    &lt;div class=\""col-md-\""&gt;                        &lt;div class=\""cell\""&gt;                            &lt;div class=\""description\""&gt;                                {{ result.object.Studiengang }}                            &lt;/div&gt;                        &lt;/div&gt;                    &lt;/div&gt;                    &lt;div class=\""col-md-\""&gt;                        &lt;div class=\""cell\""&gt;                            &lt;div class=\""description\""&gt;                                &lt;p&gt;{{ result.object.Bildungsinstitut }}&lt;/p&gt;...                {% empty %}                    &lt;p&gt;No results found.&lt;/p&gt;                {% endfor %}            {% if page_obj.has_previous or page_obj.has_next %}                &lt;div&gt;                    {% if page_obj.has_previous %}                        &lt;a href=\""?                                {% if urlquery %}{% for key value in urlquery.items %}&amp;{{ key }}={{ value }}{% endfor %}{% endif %}&amp;amp;page={{ page_obj.previous_page_number }}\""&gt;{% endif %}&amp;laquo;                    Zurück{% if page_obj.has_previous %}&lt;/a&gt;{% endif %}                    |                    {% if page_obj.has_next %}                        &lt;a href=\""?                                {% if urlquery %}{% for key value in urlquery.items %}&amp;{{ key }}={{ value }}{% endfor %}{% endif %}&amp;amp;page={{ page_obj.next_page_number }}\""&gt;{% endif %}                    Weiter &amp;raquo;{% if page_obj.has_next %}&lt;/a&gt;{% endif %}                &lt;/div&gt;            {% endif %}        {% else %}            {# Show some example queries to run maybe query syntax something else? #}        {% endif %}views.py:class MySearchView(SearchView):    \""\""\""My custom search view.\""\""\""def get_queryset(self):    urlquery = self.request.GET.copy()    queryset = super(MySearchView self).get_queryset()    if urlquery:        if 'filterbildungsart' in urlquery:            queryset = queryset.filter(Bildungsart=urlquery['filterbildungsart'])        if 'filterfachbereich' in urlquery:            queryset = queryset.filter(Fachbereich=urlquery['filterfachbereich'])        if 'order_up_Studiengang' in urlquery:            return queryset.order_by('Studiengang')        elif 'order_down_Studiengang'in urlquery:            return queryset.order_by('-Studiengang')        elif 'order_up_Bildungsinstitut' in urlquery:            return queryset.order_by('Bildungsinstitut')        elif 'order_down_Bildungsinstitut'in urlquery:            return queryset.order_by('-Bildungsinstitut')        else:            return queryset    else:        return querysetI've shortened the html-code for visibility and hope everything relevant is there.What happens at different urls:All results - ...:/de/search/No results - ...:/de/search/?&amp;order_up_BildungsartNo results - ...:/de/search/?&amp;filterbildungsart=BachelorNo results - ...:/de/search/?q=All results - ...:/de/search/?q=Deutschland(q=Deutschland is a query which all indexed items have in common right now; results are ordered as intended)All results - ...:/de/search/?q=Deutschland&amp;filterfachbereich=Ingenieurwissenschaften&amp;order_up_BildungsartMy Problem is also that I seem to be not able to get into the code from my form. The Print statement doesn't appear in the terminal.I've also tried the other approaches in the forementioned question to no avail.Thanks in Advance for your help.",Django/Haystack/Elasticsearch show all results when no query is provided
